schema,symbol,previous_tick,current_tick,gap_seconds
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.06.04 23:57:59,2021.06.07 00:05:00,173221
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.06.11 23:57:59,2021.06.14 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.06.18 23:57:59,2021.06.21 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.06.25 23:57:59,2021.06.28 00:03:30,173131
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.07.02 23:57:59,2021.07.05 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.07.09 23:57:59,2021.07.12 00:03:30,173131
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.07.16 23:57:59,2021.07.19 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.07.23 23:57:59,2021.07.26 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.07.30 23:57:59,2021.08.02 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.08.06 23:57:30,2021.08.09 00:00:30,172980
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.08.13 23:57:59,2021.08.16 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.08.20 23:57:59,2021.08.23 00:01:00,172981
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.08.27 23:57:59,2021.08.30 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.09.03 23:57:59,2021.09.06 00:02:00,173041
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.09.10 23:57:59,2021.09.13 00:00:30,172951
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.09.17 23:57:59,2021.09.20 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.09.24 23:57:59,2021.09.27 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.10.01 23:57:59,2021.10.04 00:01:30,173011
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.10.08 23:57:59,2021.10.11 00:00:00,172921
SOLTRADE_PHASE6_V30_TICK_GAP_V1,NZDUSD,2021.10.15 23:57:30,2021.10.18 00:02:00,173070
