physical_run,run_id,segment,dataset,cost_profile,execution_layer,position_identifier,direction,entry_time,exit_time,entry_price,exit_price,volume,initial_risk_amount,native_deal_net_before_external_commission,native_tester_commission,external_commission_adjustment,native_trade_net,spread_cost,swap_cost,fee_cost,adverse_entry_slippage_cost,adverse_exit_slippage_cost,native_friction,supplementary_multiplier,supplementary_charge,adjusted_trade_net,realized_net_R,exit_reason,naturally_closed,holding_seconds,synthetic_equity_before,synthetic_cash_flow,synthetic_equity_after
29,029-v1-high-delay200,V1,VALIDATION,HIGH,FIXED_DELAY_200_MS,24,SHORT,2025-08-05T08:00:00,2025-08-05T17:00:00,1.15475,1.15658,0.08,24.4,-14.64,0.0,0.48,-15.120000000000001,0.96,0.0,0.0,0.0,0.0,1.44,0.5,0.72,-15.840000000000002,-0.6491803278688526,SHORT_EXIT_BREAKOUT,True,32400.0,9980.863147405162,-16.19845002611658,9964.664697379045
30,030-v1-stress-delay200,V1,VALIDATION,STRESS,FIXED_DELAY_200_MS,2,SHORT,2025-07-07T12:00:00,2025-07-08T03:43:57,1.17236,1.17482,0.1,24.4,-24.150000000000002,0.0,0.6000000000000001,-24.750000000000004,1.2000000000000002,0.45,0.0,0.0,0.0,2.2500000000000004,1.0,2.2500000000000004,-27.000000000000004,-1.1065573770491806,STOP_LOSS_EXIT,True,56637.0,10000.0,-27.663934426229513,9972.33606557377
30,030-v1-stress-delay200,V1,VALIDATION,STRESS,FIXED_DELAY_200_MS,4,LONG,2025-07-08T11:00:00,2025-07-08T13:29:00,1.17606,1.17314,0.08,23.36,-23.36,0.0,0.48,-23.84,0.88,0.0,0.0,0.0,0.0,1.3599999999999999,1.0,1.3599999999999999,-25.2,-1.0787671232876712,STOP_LOSS_EXIT,True,8940.0,9972.33606557377,-26.894570724792274,9945.441494848978
30,030-v1-stress-delay200,V1,VALIDATION,STRESS,FIXED_DELAY_200_MS,6,SHORT,2025-07-08T18:00:00,2025-07-08T20:54:53,1.1692,1.17239,0.07,22.54,-22.33,0.0,0.42000000000000004,-22.75,0.77,0.0,0.0,0.0,0.0,1.19,1.0,1.19,-23.94,-1.0621118012422361,STOP_LOSS_EXIT,True,10493.0,9945.441494848978,-26.407926950608314,9919.033567898368
30,030-v1-stress-delay200,V1,VALIDATION,STRESS,FIXED_DELAY_200_MS,8,SHORT,2025-07-10T17:00:00,2025-07-15T09:00:00,1.1692,1.16858,0.09,22.5,6.8100000000000005,0.0,0.54,6.2700000000000005,1.08,1.23,0.0,0.0,0.0,2.85,1.0,2.85,3.4200000000000004,0.15200000000000002,SHORT_EXIT_BREAKOUT,True,403200.0,9919.033567898368,3.7692327558013807,9922.80280065417
30,030-v1-stress-delay200,V1,VALIDATION,STRESS,FIXED_DELAY_200_MS,10,SHORT,2025-07-15T17:00:00,2025-07-16T08:00:00,1.16423,1.16203,0.08,23.52,17.96,0.0,0.48,17.48,0.96,0.36,0.0,0.0,0.0,1.7999999999999998,1.0,1.7999999999999998,15.68,0.6666666666666666,SHORT_EXIT_BREAKOUT,True,54000.0,9922.80280065417,16.53800466775695,9939.340805321926
30,030-v1-stress-delay200,V1,VALIDATION,STRESS,FIXED_DELAY_200_MS,12,SHORT,2025-07-16T17:00:00,2025-07-16T17:56:23,1.15721,1.16011,0.08,22.88,-23.2,0.0,0.48,-23.68,1.04,0.0,0.0,0.0,0.0,1.52,1.0,1.52,-25.2,-1.1013986013986015,STOP_LOSS_EXIT,True,3383.0,9939.340805321926,-27.367940154514045,9911.972865167412
30,030-v1-stress-delay200,V1,VALIDATION,STRESS,FIXED_DELAY_200_MS,14,LONG,2025-07-21T18:00:00,2025-07-23T09:00:00,1.16971,1.17299,0.08,22.16,24.68,0.0,0.48,24.2,0.96,1.56,0.0,0.0,0.0,3.0,1.0,3.0,21.2,0.9566787003610108,LONG_EXIT_BREAKOUT,True,140400.0,9911.972865167412,23.70643329665491,9935.679298464067
30,030-v1-stress-delay200,V1,VALIDATION,STRESS,FIXED_DELAY_200_MS,16,LONG,2025-07-23T22:00:00,2025-07-24T10:00:00,1.17722,1.17565,0.08,24.64,-14.89,0.0,0.48,-15.370000000000001,0.96,2.33,0.0,0.0,0.0,3.77,1.0,3.77,-19.14,-0.7767857142857143,LONG_EXIT_BREAKOUT,True,43200.0,9935.679298464067,-19.29473435192799,9916.384564112139
30,030-v1-stress-delay200,V1,VALIDATION,STRESS,FIXED_DELAY_200_MS,18,SHORT,2025-07-28T11:00:00,2025-07-30T04:00:00,1.16742,1.15679,0.07,24.15,75.05,0.0,0.42000000000000004,74.63,0.8400000000000001,0.64,0.0,0.0,0.0,1.9000000000000004,1.0,1.9000000000000004,72.72999999999999,3.0115942028985505,SHORT_EXIT_BREAKOUT,True,147600.0,9916.384564112139,74.66031566748197,9991.044879779622
30,030-v1-stress-delay200,V1,VALIDATION,STRESS,FIXED_DELAY_200_MS,20,SHORT,2025-07-30T16:00:00,2025-07-31T10:00:00,1.14722,1.14589,0.06,22.86,8.790000000000001,0.0,0.36,8.430000000000001,0.72,0.81,0.0,0.0,0.0,1.8900000000000001,1.0,1.8900000000000001,6.540000000000001,0.2860892388451444,SHORT_EXIT_BREAKOUT,True,64800.0,9991.044879779622,7.145826062309574,9998.190705841931
30,030-v1-stress-delay200,V1,VALIDATION,STRESS,FIXED_DELAY_200_MS,22,SHORT,2025-08-01T13:00:00,2025-08-01T15:30:11,1.14006,1.14367,0.07,22.82,-25.27,0.0,0.42000000000000004,-25.69,0.8400000000000001,0.0,0.0,0.0,0.0,1.2600000000000002,1.0,1.2600000000000002,-26.950000000000003,-1.1809815950920246,STOP_LOSS_EXIT,True,9011.0,9998.190705841931,-29.519198019548647,9968.671507822382
30,030-v1-stress-delay200,V1,VALIDATION,STRESS,FIXED_DELAY_200_MS,24,SHORT,2025-08-05T08:00:00,2025-08-05T17:00:00,1.15475,1.15658,0.08,24.4,-14.64,0.0,0.48,-15.120000000000001,0.96,0.0,0.0,0.0,0.0,1.44,1.0,1.44,-16.560000000000002,-0.678688524590164,SHORT_EXIT_BREAKOUT,True,32400.0,9968.671507822382,-16.91405739441995,9951.757450427962
31,031-v2-normal-delay200,V2,VALIDATION,NORMAL,FIXED_DELAY_200_MS,2,LONG,2025-08-20T16:00:00,2025-08-20T18:54:57,1.16714,1.16459,0.09,22.77,-22.95,0.0,0.54,-23.49,1.08,0.0,0.0,0.0,0.0,1.62,0.0,0.0,-23.49,-1.0316205533596838,STOP_LOSS_EXIT,True,10497.0,10000.0,-25.790513833992097,9974.209486166008
31,031-v2-normal-delay200,V2,VALIDATION,NORMAL,FIXED_DELAY_200_MS,4,SHORT,2025-08-21T17:00:00,2025-08-22T17:00:09,1.16204,1.16502,0.08,23.12,-23.48,0.0,0.48,-23.96,0.96,0.36,0.0,0.0,0.0,1.7999999999999998,0.0,0.0,-23.96,-1.0363321799307958,STOP_LOSS_EXIT,True,86409.0,9974.209486166008,-25.841485649712105,9948.368000516295
31,031-v2-normal-delay200,V2,VALIDATION,NORMAL,FIXED_DELAY_200_MS,6,LONG,2025-08-22T18:00:00,2025-08-25T13:00:00,1.17187,1.16926,0.06,23.1,-16.24,0.0,0.36,-16.599999999999998,0.72,0.58,0.0,0.0,0.0,1.6600000000000001,0.0,0.0,-16.599999999999998,-0.7186147186147185,LONG_EXIT_BREAKOUT,True,241200.0,9948.368000516295,-17.872609178416717,9930.495391337878
31,031-v2-normal-delay200,V2,VALIDATION,NORMAL,FIXED_DELAY_200_MS,8,SHORT,2025-08-27T11:00:00,2025-08-27T19:46:57,1.16028,1.16298,0.09,23.94,-24.3,0.0,0.54,-24.84,1.08,0.0,0.0,0.0,0.0,1.62,0.0,0.0,-24.84,-1.0375939849624058,STOP_LOSS_EXIT,True,31617.0,9930.495391337878,-25.759555714372688,9904.735835623505
31,031-v2-normal-delay200,V2,VALIDATION,NORMAL,FIXED_DELAY_200_MS,10,LONG,2025-08-28T20:00:02,2025-08-29T04:27:59,1.16904,1.16608,0.08,23.68,-24.46,0.0,0.48,-24.94,0.96,0.78,0.0,0.0,0.0,2.2199999999999998,0.0,0.0,-24.94,-1.0532094594594594,STOP_LOSS_EXIT,True,30477.0,9904.735835623505,-26.079403688814423,9878.65643193469
31,031-v2-normal-delay200,V2,VALIDATION,NORMAL,FIXED_DELAY_200_MS,12,LONG,2025-08-29T18:00:00,2025-09-01T19:00:00,1.17052,1.16991,0.08,22.16,-5.66,0.0,0.48,-6.140000000000001,1.04,0.78,0.0,0.0,0.0,2.3,0.0,0.0,-6.140000000000001,-0.2770758122743682,LONG_EXIT_BREAKOUT,True,262800.0,9878.65643193469,-6.842841887644291,9871.813590047046
31,031-v2-normal-delay200,V2,VALIDATION,NORMAL,FIXED_DELAY_200_MS,14,SHORT,2025-09-02T11:00:00,2025-09-02T17:07:53,1.16454,1.1672,0.09,23.94,-23.94,0.0,0.54,-24.48,1.08,0.0,0.0,0.0,0.0,1.62,0.0,0.0,-24.48,-1.0225563909774436,STOP_LOSS_EXIT,True,22073.0,9871.813590047046,-25.23621519260147,9846.577374854445
31,031-v2-normal-delay200,V2,VALIDATION,NORMAL,FIXED_DELAY_200_MS,16,LONG,2025-09-05T16:00:00,2025-09-08T00:01:23,1.17353,1.17054,0.08,23.44,-24.700000000000003,0.0,0.48,-25.180000000000003,0.96,0.78,0.0,0.0,0.0,2.2199999999999998,0.0,0.0,-25.180000000000003,-1.074232081911263,STOP_LOSS_EXIT,True,201683.0,9846.577374854445,-26.443773282725573,9820.133601571719
31,031-v2-normal-delay200,V2,VALIDATION,NORMAL,FIXED_DELAY_200_MS,18,LONG,2025-09-08T17:00:00,2025-09-09T11:00:00,1.17518,1.1752,0.09,24.3,-0.69,0.0,0.54,-1.23,1.08,0.87,0.0,0.0,0.0,2.49,0.0,0.0,-1.23,-0.05061728395061728,LONG_EXIT_BREAKOUT,True,64800.0,9820.133601571719,-1.242671227359384,9818.89093034436
31,031-v2-normal-delay200,V2,VALIDATION,NORMAL,FIXED_DELAY_200_MS,20,LONG,2025-09-10T18:00:00,2025-09-10T22:29:35,1.17279,1.16953,0.07,22.75,-22.82,0.0,0.42000000000000004,-23.240000000000002,0.8400000000000001,0.0,0.0,0.0,0.0,1.2600000000000002,0.0,0.0,-23.240000000000002,-1.0215384615384617,STOP_LOSS_EXIT,True,16175.0,9818.89093034436,-25.07593683749483,9793.814993506865
31,031-v2-normal-delay200,V2,VALIDATION,NORMAL,FIXED_DELAY_200_MS,22,LONG,2025-09-11T17:00:00,2025-09-12T05:00:00,1.17391,1.1725,0.07,21.84,-10.549999999999999,0.0,0.42000000000000004,-10.969999999999999,0.8400000000000001,0.68,0.0,0.0,0.0,1.9400000000000004,0.0,0.0,-10.969999999999999,-0.5022893772893773,LONG_EXIT_BREAKOUT,True,43200.0,9793.814993506865,-12.298323085939824,9781.516670420926
31,031-v2-normal-delay200,V2,VALIDATION,NORMAL,FIXED_DELAY_200_MS,24,LONG,2025-09-16T17:00:00,2025-09-17T11:00:00,1.18245,1.18399,0.08,22.24,11.540000000000001,0.0,0.48,11.06,0.96,0.78,0.0,0.0,0.0,2.2199999999999998,0.0,0.0,11.06,0.49730215827338137,LONG_EXIT_BREAKOUT,True,64800.0,9781.516670420926,12.160923378468464,9793.677593799395
31,031-v2-normal-delay200,V2,VALIDATION,NORMAL,FIXED_DELAY_200_MS,26,SHORT,2025-09-19T15:00:00,2025-09-19T17:23:54,1.17363,1.17667,0.08,24.08,-24.32,0.0,0.48,-24.8,0.96,0.0,0.0,0.0,0.0,1.44,0.0,0.0,-24.8,-1.0299003322259137,STOP_LOSS_EXIT,True,8634.0,9793.677593799395,-25.21627951891871,9768.461314280477
31,031-v2-normal-delay200,V2,VALIDATION,NORMAL,FIXED_DELAY_200_MS,28,LONG,2025-09-22T13:00:01,2025-09-24T10:00:00,1.17765,1.17868,0.1,24.3,8.360000000000001,0.0,0.6000000000000001,7.760000000000002,1.2000000000000002,1.94,0.0,0.0,0.0,3.74,0.0,0.0,7.760000000000002,0.3193415637860083,LONG_EXIT_BREAKOUT,True,161999.0,9768.461314280477,7.798689279713634,9776.260003560192
31,031-v2-normal-delay200,V2,VALIDATION,NORMAL,FIXED_DELAY_200_MS,30,SHORT,2025-09-24T15:00:00,2025-09-25T04:00:00,1.17485,1.1748,0.1,24.1,1.85,0.0,0.6000000000000001,1.25,1.2000000000000002,1.35,0.0,0.0,0.0,3.1500000000000004,0.0,0.0,1.25,0.051867219917012444,SHORT_EXIT_BREAKOUT,True,46800.0,9776.260003560192,1.2676685689263734,9777.527672129117
31,031-v2-normal-delay200,V2,VALIDATION,NORMAL,FIXED_DELAY_200_MS,32,SHORT,2025-09-25T16:00:00,2025-09-26T08:00:00,1.16975,1.16806,0.08,22.48,13.879999999999999,0.0,0.48,13.399999999999999,0.96,0.36,0.0,0.0,0.0,1.7999999999999998,0.0,0.0,13.399999999999999,0.596085409252669,SHORT_EXIT_BREAKOUT,True,57600.0,9777.527672129117,14.570603959800952,9792.098276088918
32,032-v2-high-delay200,V2,VALIDATION,HIGH,FIXED_DELAY_200_MS,2,LONG,2025-08-20T16:00:00,2025-08-20T18:54:57,1.16714,1.16459,0.09,22.77,-22.95,0.0,0.54,-23.49,1.08,0.0,0.0,0.0,0.0,1.62,0.5,0.81,-24.299999999999997,-1.067193675889328,STOP_LOSS_EXIT,True,10497.0,10000.0,-26.679841897233196,9973.320158102766
32,032-v2-high-delay200,V2,VALIDATION,HIGH,FIXED_DELAY_200_MS,4,SHORT,2025-08-21T17:00:00,2025-08-22T17:00:09,1.16204,1.16502,0.08,23.12,-23.48,0.0,0.48,-23.96,0.96,0.36,0.0,0.0,0.0,1.7999999999999998,0.5,0.8999999999999999,-24.86,-1.0752595155709341,STOP_LOSS_EXIT,True,86409.0,9973.320158102766,-26.80976850458853,9946.510389598177
32,032-v2-high-delay200,V2,VALIDATION,HIGH,FIXED_DELAY_200_MS,6,LONG,2025-08-22T18:00:00,2025-08-25T13:00:00,1.17187,1.16926,0.06,23.1,-16.24,0.0,0.36,-16.599999999999998,0.72,0.58,0.0,0.0,0.0,1.6600000000000001,0.5,0.8300000000000001,-17.43,-0.7545454545454545,LONG_EXIT_BREAKOUT,True,241200.0,9946.510389598177,-18.762735507651104,9927.747654090526
32,032-v2-high-delay200,V2,VALIDATION,HIGH,FIXED_DELAY_200_MS,8,SHORT,2025-08-27T11:00:00,2025-08-27T19:46:57,1.16028,1.16298,0.09,23.94,-24.3,0.0,0.54,-24.84,1.08,0.0,0.0,0.0,0.0,1.62,0.5,0.81,-25.65,-1.0714285714285714,STOP_LOSS_EXIT,True,31617.0,9927.747654090526,-26.59218121631391,9901.155472874212
32,032-v2-high-delay200,V2,VALIDATION,HIGH,FIXED_DELAY_200_MS,10,LONG,2025-08-28T20:00:02,2025-08-29T04:27:59,1.16904,1.16608,0.08,23.68,-24.46,0.0,0.48,-24.94,0.96,0.78,0.0,0.0,0.0,2.2199999999999998,0.5,1.1099999999999999,-26.05,-1.1000844594594594,STOP_LOSS_EXIT,True,30477.0,9901.155472874212,-27.23026816600224,9873.92520470821
32,032-v2-high-delay200,V2,VALIDATION,HIGH,FIXED_DELAY_200_MS,12,LONG,2025-08-29T18:00:00,2025-09-01T19:00:00,1.17052,1.16991,0.08,22.16,-5.66,0.0,0.48,-6.140000000000001,1.04,0.78,0.0,0.0,0.0,2.3,0.5,1.15,-7.290000000000001,-0.328971119133574,LONG_EXIT_BREAKOUT,True,262800.0,9873.92520470821,-8.12059056208516,9865.804614146125
32,032-v2-high-delay200,V2,VALIDATION,HIGH,FIXED_DELAY_200_MS,14,SHORT,2025-09-02T11:00:00,2025-09-02T17:07:53,1.16454,1.1672,0.09,23.94,-23.94,0.0,0.54,-24.48,1.08,0.0,0.0,0.0,0.0,1.62,0.5,0.81,-25.29,-1.0563909774436089,STOP_LOSS_EXIT,True,22073.0,9865.804614146125,-26.05536744901373,9839.749246697113
32,032-v2-high-delay200,V2,VALIDATION,HIGH,FIXED_DELAY_200_MS,16,LONG,2025-09-05T16:00:00,2025-09-08T00:01:23,1.17353,1.17054,0.08,23.44,-24.700000000000003,0.0,0.48,-25.180000000000003,0.96,0.78,0.0,0.0,0.0,2.2199999999999998,0.5,1.1099999999999999,-26.290000000000003,-1.1215870307167235,STOP_LOSS_EXIT,True,201683.0,9839.749246697113,-27.59033785150033,9812.158908845613
32,032-v2-high-delay200,V2,VALIDATION,HIGH,FIXED_DELAY_200_MS,18,LONG,2025-09-08T17:00:00,2025-09-09T11:00:00,1.17518,1.1752,0.09,24.3,-0.69,0.0,0.54,-1.23,1.08,0.87,0.0,0.0,0.0,2.49,0.5,1.245,-2.475,-0.10185185185185185,LONG_EXIT_BREAKOUT,True,64800.0,9812.158908845613,-2.4984663888264294,9809.660442456787
32,032-v2-high-delay200,V2,VALIDATION,HIGH,FIXED_DELAY_200_MS,20,LONG,2025-09-10T18:00:00,2025-09-10T22:29:35,1.17279,1.16953,0.07,22.75,-22.82,0.0,0.42000000000000004,-23.240000000000002,0.8400000000000001,0.0,0.0,0.0,0.0,1.2600000000000002,0.5,0.6300000000000001,-23.87,-1.0492307692307692,STOP_LOSS_EXIT,True,16175.0,9809.660442456787,-25.731493929828957,9783.928948526958
32,032-v2-high-delay200,V2,VALIDATION,HIGH,FIXED_DELAY_200_MS,22,LONG,2025-09-11T17:00:00,2025-09-12T05:00:00,1.17391,1.1725,0.07,21.84,-10.549999999999999,0.0,0.42000000000000004,-10.969999999999999,0.8400000000000001,0.68,0.0,0.0,0.0,1.9400000000000004,0.5,0.9700000000000002,-11.94,-0.5467032967032966,LONG_EXIT_BREAKOUT,True,43200.0,9783.928948526958,-13.372265527176268,9770.556682999782
32,032-v2-high-delay200,V2,VALIDATION,HIGH,FIXED_DELAY_200_MS,24,LONG,2025-09-16T17:00:00,2025-09-17T11:00:00,1.18245,1.18399,0.08,22.24,11.540000000000001,0.0,0.48,11.06,0.96,0.78,0.0,0.0,0.0,2.2199999999999998,0.5,1.1099999999999999,9.950000000000001,0.44739208633093536,LONG_EXIT_BREAKOUT,True,64800.0,9770.556682999782,10.92817434755484,9781.484857347337
32,032-v2-high-delay200,V2,VALIDATION,HIGH,FIXED_DELAY_200_MS,26,SHORT,2025-09-19T15:00:00,2025-09-19T17:23:54,1.17363,1.17667,0.08,24.08,-24.32,0.0,0.48,-24.8,0.96,0.0,0.0,0.0,0.0,1.44,0.5,0.72,-25.52,-1.0598006644518272,STOP_LOSS_EXIT,True,8634.0,9781.484857347337,-25.916060377855484,9755.568796969483
32,032-v2-high-delay200,V2,VALIDATION,HIGH,FIXED_DELAY_200_MS,28,LONG,2025-09-22T13:00:01,2025-09-24T10:00:00,1.17765,1.17868,0.1,24.3,8.360000000000001,0.0,0.6000000000000001,7.760000000000002,1.2000000000000002,1.94,0.0,0.0,0.0,3.74,0.5,1.87,5.8900000000000015,0.24238683127572022,LONG_EXIT_BREAKOUT,True,161999.0,9755.568796969483,5.911553519974308,9761.480350489457
32,032-v2-high-delay200,V2,VALIDATION,HIGH,FIXED_DELAY_200_MS,30,SHORT,2025-09-24T15:00:00,2025-09-25T04:00:00,1.17485,1.1748,0.1,24.1,1.85,0.0,0.6000000000000001,1.25,1.2000000000000002,1.35,0.0,0.0,0.0,3.1500000000000004,0.5,1.5750000000000002,-0.3250000000000002,-0.013485477178423242,SHORT_EXIT_BREAKOUT,True,46800.0,9761.480350489457,-0.3290955512353812,9761.151254938222
32,032-v2-high-delay200,V2,VALIDATION,HIGH,FIXED_DELAY_200_MS,32,SHORT,2025-09-25T16:00:00,2025-09-26T08:00:00,1.16975,1.16806,0.08,22.48,13.879999999999999,0.0,0.48,13.399999999999999,0.96,0.36,0.0,0.0,0.0,1.7999999999999998,0.5,0.8999999999999999,12.499999999999998,0.5560498220640568,SHORT_EXIT_BREAKOUT,True,57600.0,9761.151254938222,13.56921604612186,9774.720470984345
33,033-v2-stress-delay200,V2,VALIDATION,STRESS,FIXED_DELAY_200_MS,2,LONG,2025-08-20T16:00:00,2025-08-20T18:54:57,1.16714,1.16459,0.09,22.77,-22.95,0.0,0.54,-23.49,1.08,0.0,0.0,0.0,0.0,1.62,1.0,1.62,-25.11,-1.1027667984189724,STOP_LOSS_EXIT,True,10497.0,10000.0,-27.56916996047431,9972.430830039526
33,033-v2-stress-delay200,V2,VALIDATION,STRESS,FIXED_DELAY_200_MS,4,SHORT,2025-08-21T17:00:00,2025-08-22T17:00:09,1.16204,1.16502,0.08,23.12,-23.48,0.0,0.48,-23.96,0.96,0.36,0.0,0.0,0.0,1.7999999999999998,1.0,1.7999999999999998,-25.76,-1.1141868512110726,STOP_LOSS_EXIT,True,86409.0,9972.430830039526,-27.777878263604908,9944.65295177592
33,033-v2-stress-delay200,V2,VALIDATION,STRESS,FIXED_DELAY_200_MS,6,LONG,2025-08-22T18:00:00,2025-08-25T13:00:00,1.17187,1.16926,0.06,23.1,-16.24,0.0,0.36,-16.599999999999998,0.72,0.58,0.0,0.0,0.0,1.6600000000000001,1.0,1.6600000000000001,-18.259999999999998,-0.7904761904761903,LONG_EXIT_BREAKOUT,True,241200.0,9944.65295177592,-19.65252845231908,9925.000423323601
33,033-v2-stress-delay200,V2,VALIDATION,STRESS,FIXED_DELAY_200_MS,8,SHORT,2025-08-27T11:00:00,2025-08-27T19:46:57,1.16028,1.16298,0.09,23.94,-24.3,0.0,0.54,-24.84,1.08,0.0,0.0,0.0,0.0,1.62,1.0,1.62,-26.46,-1.1052631578947367,STOP_LOSS_EXIT,True,31617.0,9925.000423323601,-27.424343274973104,9897.576080048628
33,033-v2-stress-delay200,V2,VALIDATION,STRESS,FIXED_DELAY_200_MS,10,LONG,2025-08-28T20:00:02,2025-08-29T04:27:59,1.16904,1.16608,0.08,23.68,-24.46,0.0,0.48,-24.94,0.96,0.78,0.0,0.0,0.0,2.2199999999999998,1.0,2.2199999999999998,-27.16,-1.1469594594594594,STOP_LOSS_EXIT,True,30477.0,9897.576080048628,-28.380296276828627,9869.1957837718
33,033-v2-stress-delay200,V2,VALIDATION,STRESS,FIXED_DELAY_200_MS,12,LONG,2025-08-29T18:00:00,2025-09-01T19:00:00,1.17052,1.16991,0.08,22.16,-5.66,0.0,0.48,-6.140000000000001,1.04,0.78,0.0,0.0,0.0,2.3,1.0,2.3,-8.440000000000001,-0.3808664259927798,LONG_EXIT_BREAKOUT,True,262800.0,9869.1957837718,-9.397113313970443,9859.798670457829
33,033-v2-stress-delay200,V2,VALIDATION,STRESS,FIXED_DELAY_200_MS,14,SHORT,2025-09-02T11:00:00,2025-09-02T17:07:53,1.16454,1.1672,0.09,23.94,-23.94,0.0,0.54,-24.48,1.08,0.0,0.0,0.0,0.0,1.62,1.0,1.62,-26.1,-1.0902255639097744,STOP_LOSS_EXIT,True,22073.0,9859.798670457829,-26.873511413841825,9832.925159043987
33,033-v2-stress-delay200,V2,VALIDATION,STRESS,FIXED_DELAY_200_MS,16,LONG,2025-09-05T16:00:00,2025-09-08T00:01:23,1.17353,1.17054,0.08,23.44,-24.700000000000003,0.0,0.48,-25.180000000000003,0.96,0.78,0.0,0.0,0.0,2.2199999999999998,1.0,2.2199999999999998,-27.400000000000002,-1.1689419795221843,STOP_LOSS_EXIT,True,201683.0,9832.925159043987,-28.735297499765917,9804.18986154422
33,033-v2-stress-delay200,V2,VALIDATION,STRESS,FIXED_DELAY_200_MS,18,LONG,2025-09-08T17:00:00,2025-09-09T11:00:00,1.17518,1.1752,0.09,24.3,-0.69,0.0,0.54,-1.23,1.08,0.87,0.0,0.0,0.0,2.49,1.0,2.49,-3.72,-0.15308641975308643,LONG_EXIT_BREAKOUT,True,64800.0,9804.18986154422,-3.752220811208282,9800.437640733013
33,033-v2-stress-delay200,V2,VALIDATION,STRESS,FIXED_DELAY_200_MS,20,LONG,2025-09-10T18:00:00,2025-09-10T22:29:35,1.17279,1.16953,0.07,22.75,-22.82,0.0,0.42000000000000004,-23.240000000000002,0.8400000000000001,0.0,0.0,0.0,0.0,1.2600000000000002,1.0,1.2600000000000002,-24.500000000000004,-1.076923076923077,STOP_LOSS_EXIT,True,16175.0,9800.437640733013,-26.385793648127347,9774.051847084886
33,033-v2-stress-delay200,V2,VALIDATION,STRESS,FIXED_DELAY_200_MS,22,LONG,2025-09-11T17:00:00,2025-09-12T05:00:00,1.17391,1.1725,0.07,21.84,-10.549999999999999,0.0,0.42000000000000004,-10.969999999999999,0.8400000000000001,0.68,0.0,0.0,0.0,1.9400000000000004,1.0,1.9400000000000004,-12.91,-0.5911172161172161,LONG_EXIT_BREAKOUT,True,43200.0,9774.051847084886,-14.444025795085379,9759.607821289801
33,033-v2-stress-delay200,V2,VALIDATION,STRESS,FIXED_DELAY_200_MS,24,LONG,2025-09-16T17:00:00,2025-09-17T11:00:00,1.18245,1.18399,0.08,22.24,11.540000000000001,0.0,0.48,11.06,0.96,0.78,0.0,0.0,0.0,2.2199999999999998,1.0,2.2199999999999998,8.84,0.39748201438848924,LONG_EXIT_BREAKOUT,True,64800.0,9759.607821289801,9.698171441119811,9769.30599273092
33,033-v2-stress-delay200,V2,VALIDATION,STRESS,FIXED_DELAY_200_MS,26,SHORT,2025-09-19T15:00:00,2025-09-19T17:23:54,1.17363,1.17667,0.08,24.08,-24.32,0.0,0.48,-24.8,0.96,0.0,0.0,0.0,0.0,1.44,1.0,1.44,-26.240000000000002,-1.0897009966777411,STOP_LOSS_EXIT,True,8634.0,9769.30599273092,-26.614056192821785,9742.691936538098
33,033-v2-stress-delay200,V2,VALIDATION,STRESS,FIXED_DELAY_200_MS,28,LONG,2025-09-22T13:00:01,2025-09-24T10:00:00,1.17765,1.17868,0.1,24.3,8.360000000000001,0.0,0.6000000000000001,7.760000000000002,1.2000000000000002,1.94,0.0,0.0,0.0,3.74,1.0,3.74,4.020000000000001,0.16543209876543216,LONG_EXIT_BREAKOUT,True,161999.0,9742.691936538098,4.029384936716376,9746.721321474815
33,033-v2-stress-delay200,V2,VALIDATION,STRESS,FIXED_DELAY_200_MS,30,SHORT,2025-09-24T15:00:00,2025-09-25T04:00:00,1.17485,1.1748,0.1,24.1,1.85,0.0,0.6000000000000001,1.25,1.2000000000000002,1.35,0.0,0.0,0.0,3.1500000000000004,1.0,3.1500000000000004,-1.9000000000000004,-0.07883817427385893,SHORT_EXIT_BREAKOUT,True,46800.0,9746.721321474815,-1.9210342853529203,9744.800287189462
33,033-v2-stress-delay200,V2,VALIDATION,STRESS,FIXED_DELAY_200_MS,32,SHORT,2025-09-25T16:00:00,2025-09-26T08:00:00,1.16975,1.16806,0.08,22.48,13.879999999999999,0.0,0.48,13.399999999999999,0.96,0.36,0.0,0.0,0.0,1.7999999999999998,1.0,1.7999999999999998,11.599999999999998,0.5160142348754447,SHORT_EXIT_BREAKOUT,True,57600.0,9744.800287189462,12.571139160520213,9757.371426349982
34,034-o1-normal-delay200,O1,OUT_OF_SAMPLE,NORMAL,FIXED_DELAY_200_MS,2,LONG,2025-10-01T10:00:00,2025-10-01T10:42:50,1.17683,1.17415,0.09,23.94,-24.12,0.0,0.54,-24.66,1.08,0.0,0.0,0.0,0.0,1.62,0.0,0.0,-24.66,-1.0300751879699248,STOP_LOSS_EXIT,True,2570.0,10000.0,-25.75187969924812,9974.248120300752
34,034-o1-normal-delay200,O1,OUT_OF_SAMPLE,NORMAL,FIXED_DELAY_200_MS,4,SHORT,2025-10-02T18:00:00,2025-10-03T11:00:00,1.17125,1.17331,0.08,22.56,-16.12,0.0,0.48,-16.6,0.96,0.36,0.0,0.0,0.0,1.7999999999999998,0.0,0.0,-16.6,-0.7358156028368795,SHORT_EXIT_BREAKOUT,True,61200.0,9974.248120300752,-18.348018483709275,9955.900101817042
